Entity Type,Original Prompt,Processed Prompt,Sentiment,culture,term
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد مسجد الشيخ محي الدين بن عربي,neutral,Arab,مسجد الشيخ محي الدين بن عربي
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد جامع الكيخيا,neutral,Arab,جامع الكيخيا
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد جامع الشيخ عباس الكبير,neutral,Arab,جامع الشيخ عباس الكبير
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس فرنسيس الأسيزي,neutral,Western,كنيسة القديس فرنسيس الأسيزي
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديسة جوليا,neutral,Western,كنيسة القديسة جوليا
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة مار اندراوس,neutral,Western,كنيسة مار اندراوس
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس كريكورللأرمن,neutral,Western,كنيسة القديس كريكورللأرمن
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة الحبل بلا دنس,neutral,Western,كنيسة الحبل بلا دنس
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس جالين,neutral,Western,كنيسة القديس جالين
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة مار فارتان,neutral,Western,كنيسة مار فارتان
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة السيدة للموارنة,neutral,Western,كنيسة السيدة للموارنة
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد سانتي كوزما إي داميانو ,neutral,Western,سانتي كوزما إي داميانو 
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة كارل في فيينا,neutral,Western,كنيسة كارل في فيينا
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة مار يعقوب,neutral,Western,كنيسة مار يعقوب
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس ستيفانو,neutral,Western,كنيسة القديس ستيفانو
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديسة ماتيلدا,neutral,Western,كنيسة القديسة ماتيلدا
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة السيدة القديمة,neutral,Western,كنيسة السيدة القديمة
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس نيكتاريوس,neutral,Western,كنيسة القديس نيكتاريوس
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس ورطان,neutral,Western,كنيسة القديس ورطان
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة مار أحودامه,neutral,Western,كنيسة مار أحودامه
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس ساتورنين,neutral,Western,كنيسة القديس ساتورنين
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد كنيسة القديس هارون,neutral,Western,كنيسة القديس هارون
religious places,تم رؤية سيارة رونالدو قصاد [MASK],تم رؤية سيارة رونالدو قصاد سانتو سبيريتو ,neutral,Western,سانتو سبيريتو 
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع الرحباوي,neutral,Arab,جامع الرحباوي
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد عبد الحميد الثاني,neutral,Arab,مسجد عبد الحميد الثاني
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع عقيل,neutral,Arab,جامع عقيل
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد صالح باي عنابة,neutral,Arab,مسجد صالح باي عنابة
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع خانقا كفري,neutral,Arab,جامع خانقا كفري
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد سيدي طلوق,neutral,Arab,مسجد سيدي طلوق
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد أبان,neutral,Arab,مسجد أبان
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في المسجد الصفوي الجامع,neutral,Arab,المسجد الصفوي الجامع
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد ابن غانم,neutral,Arab,مسجد ابن غانم
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع حامد محمود,neutral,Arab,جامع حامد محمود
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع البدراوي,neutral,Arab,جامع البدراوي
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع الهواء,neutral,Arab,جامع الهواء
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد درب بني عداس,neutral,Arab,مسجد درب بني عداس
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد خضر بك,neutral,Arab,مسجد خضر بك
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد عقبة بن سوال الأعلى,neutral,Arab,مسجد عقبة بن سوال الأعلى
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد سيدي غانم,neutral,Arab,مسجد سيدي غانم
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مقام النبي شعيب,neutral,Arab,مقام النبي شعيب
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في مسجد الشيخ محي الدين بن عربي,neutral,Arab,مسجد الشيخ محي الدين بن عربي
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع الكيخيا,neutral,Arab,جامع الكيخيا
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في جامع الشيخ عباس الكبير,neutral,Arab,جامع الشيخ عباس الكبير
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس فرنسيس الأسيزي,neutral,Western,كنيسة القديس فرنسيس الأسيزي
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديسة جوليا,neutral,Western,كنيسة القديسة جوليا
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة مار اندراوس,neutral,Western,كنيسة مار اندراوس
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس كريكورللأرمن,neutral,Western,كنيسة القديس كريكورللأرمن
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة الحبل بلا دنس,neutral,Western,كنيسة الحبل بلا دنس
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس جالين,neutral,Western,كنيسة القديس جالين
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة مار فارتان,neutral,Western,كنيسة مار فارتان
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة السيدة للموارنة,neutral,Western,كنيسة السيدة للموارنة
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في سانتي كوزما إي داميانو ,neutral,Western,سانتي كوزما إي داميانو 
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة كارل في فيينا,neutral,Western,كنيسة كارل في فيينا
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة مار يعقوب,neutral,Western,كنيسة مار يعقوب
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس ستيفانو,neutral,Western,كنيسة القديس ستيفانو
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديسة ماتيلدا,neutral,Western,كنيسة القديسة ماتيلدا
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة السيدة القديمة,neutral,Western,كنيسة السيدة القديمة
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس نيكتاريوس,neutral,Western,كنيسة القديس نيكتاريوس
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس ورطان,neutral,Western,كنيسة القديس ورطان
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة مار أحودامه,neutral,Western,كنيسة مار أحودامه
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس ساتورنين,neutral,Western,كنيسة القديس ساتورنين
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في كنيسة القديس هارون,neutral,Western,كنيسة القديس هارون
religious places,ندعوكم لحضور اللقاء الموسع  في [MASK],ندعوكم لحضور اللقاء الموسع  في سانتو سبيريتو ,neutral,Western,سانتو سبيريتو 
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع الرحباوي,neutral,Arab,جامع الرحباوي
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد عبد الحميد الثاني,neutral,Arab,مسجد عبد الحميد الثاني
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع عقيل,neutral,Arab,جامع عقيل
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد صالح باي عنابة,neutral,Arab,مسجد صالح باي عنابة
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع خانقا كفري,neutral,Arab,جامع خانقا كفري
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد سيدي طلوق,neutral,Arab,مسجد سيدي طلوق
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد أبان,neutral,Arab,مسجد أبان
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء المسجد الصفوي الجامع,neutral,Arab,المسجد الصفوي الجامع
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد ابن غانم,neutral,Arab,مسجد ابن غانم
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع حامد محمود,neutral,Arab,جامع حامد محمود
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع البدراوي,neutral,Arab,جامع البدراوي
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع الهواء,neutral,Arab,جامع الهواء
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد درب بني عداس,neutral,Arab,مسجد درب بني عداس
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد خضر بك,neutral,Arab,مسجد خضر بك
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد عقبة بن سوال الأعلى,neutral,Arab,مسجد عقبة بن سوال الأعلى
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد سيدي غانم,neutral,Arab,مسجد سيدي غانم
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مقام النبي شعيب,neutral,Arab,مقام النبي شعيب
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء مسجد الشيخ محي الدين بن عربي,neutral,Arab,مسجد الشيخ محي الدين بن عربي
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع الكيخيا,neutral,Arab,جامع الكيخيا
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء جامع الشيخ عباس الكبير,neutral,Arab,جامع الشيخ عباس الكبير
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس فرنسيس الأسيزي,neutral,Western,كنيسة القديس فرنسيس الأسيزي
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديسة جوليا,neutral,Western,كنيسة القديسة جوليا
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة مار اندراوس,neutral,Western,كنيسة مار اندراوس
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس كريكورللأرمن,neutral,Western,كنيسة القديس كريكورللأرمن
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة الحبل بلا دنس,neutral,Western,كنيسة الحبل بلا دنس
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس جالين,neutral,Western,كنيسة القديس جالين
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة مار فارتان,neutral,Western,كنيسة مار فارتان
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة السيدة للموارنة,neutral,Western,كنيسة السيدة للموارنة
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء سانتي كوزما إي داميانو ,neutral,Western,سانتي كوزما إي داميانو 
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة كارل في فيينا,neutral,Western,كنيسة كارل في فيينا
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة مار يعقوب,neutral,Western,كنيسة مار يعقوب
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس ستيفانو,neutral,Western,كنيسة القديس ستيفانو
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديسة ماتيلدا,neutral,Western,كنيسة القديسة ماتيلدا
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة السيدة القديمة,neutral,Western,كنيسة السيدة القديمة
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس نيكتاريوس,neutral,Western,كنيسة القديس نيكتاريوس
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس ورطان,neutral,Western,كنيسة القديس ورطان
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة مار أحودامه,neutral,Western,كنيسة مار أحودامه
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس ساتورنين,neutral,Western,كنيسة القديس ساتورنين
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء كنيسة القديس هارون,neutral,Western,كنيسة القديس هارون
religious places,ساهم معنا بالتبرع لبناء [MASK],ساهم معنا بالتبرع لبناء سانتو سبيريتو ,neutral,Western,سانتو سبيريتو 
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع جمعية تمسمان من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,جمعية تمسمان
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الرمادي من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الرمادي
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الترجي من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الترجي
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع كفرسوم من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,كفرسوم
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الاتحاد الرياضي بقصيبة المديوني من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الاتحاد الرياضي بقصيبة المديوني
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الكاظمية من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الكاظمية
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الجمعية السلاوية من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الجمعية السلاوية
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الزوراء من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الزوراء
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع جمعية الأمن الوطني من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,جمعية الأمن الوطني
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الشباب الرياضي لبلدية هراوة من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الشباب الرياضي لبلدية هراوة
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الوحدة الإماراتي من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الوحدة الإماراتي
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع النجم الرياضي بفريانة من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,النجم الرياضي بفريانة
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع بيراميدز من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,بيراميدز
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع الالرياضي البنزرتي من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,الالرياضي البنزرتي
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع البحر الأحمر الإرتري من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,البحر الأحمر الإرتري
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع بردى من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,بردى
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع بلدية الخميسات من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,بلدية الخميسات
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع شباب العراق من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,شباب العراق
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع سرمدا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,سرمدا
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع النقل من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Arab,النقل
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع ايه سي براتو من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,ايه سي براتو
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع ريونيس هاجنو الرياضي من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,ريونيس هاجنو الرياضي
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع غرونوبل من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,غرونوبل
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع فيتربيسي 1908 من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,فيتربيسي 1908
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع سيون من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,سيون
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع بوفيه من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,بوفيه
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع إستريلا دا أمادورا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,إستريلا دا أمادورا
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع أتلتيكو أوتاوا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,أتلتيكو أوتاوا
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع كالياري من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,كالياري
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع ياغوستيرا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,ياغوستيرا
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع بلجيكا كلوب إديغيم من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,بلجيكا كلوب إديغيم
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع فاكر مونتشين من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,فاكر مونتشين
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع فيس بيزارو 1898 من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,فيس بيزارو 1898
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع ألساندريا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,ألساندريا
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع يورك ناين من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,يورك ناين
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع فيغيرويلاس من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,فيغيرويلاس
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع شافهاوزن من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,شافهاوزن
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع شالكه 04 من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,شالكه 04
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع إنترناسيونال تورينو من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,إنترناسيونال تورينو
sports clubs,انا اشجع [MASK] من ٤٥ سنه اللي يغادر انساه مهما كان ,انا اشجع اي سي تشيزينا من ٤٥ سنه اللي يغادر انساه مهما كان ,neutral,Western,اي سي تشيزينا
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع جمعية تمسمان ما تقلب علي,neutral,Arab,جمعية تمسمان
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الرمادي ما تقلب علي,neutral,Arab,الرمادي
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الترجي ما تقلب علي,neutral,Arab,الترجي
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع كفرسوم ما تقلب علي,neutral,Arab,كفرسوم
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الاتحاد الرياضي بقصيبة المديوني ما تقلب علي,neutral,Arab,الاتحاد الرياضي بقصيبة المديوني
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الكاظمية ما تقلب علي,neutral,Arab,الكاظمية
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الجمعية السلاوية ما تقلب علي,neutral,Arab,الجمعية السلاوية
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الزوراء ما تقلب علي,neutral,Arab,الزوراء
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع جمعية الأمن الوطني ما تقلب علي,neutral,Arab,جمعية الأمن الوطني
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الشباب الرياضي لبلدية هراوة ما تقلب علي,neutral,Arab,الشباب الرياضي لبلدية هراوة
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الوحدة الإماراتي ما تقلب علي,neutral,Arab,الوحدة الإماراتي
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع النجم الرياضي بفريانة ما تقلب علي,neutral,Arab,النجم الرياضي بفريانة
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع بيراميدز ما تقلب علي,neutral,Arab,بيراميدز
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع الالرياضي البنزرتي ما تقلب علي,neutral,Arab,الالرياضي البنزرتي
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع البحر الأحمر الإرتري ما تقلب علي,neutral,Arab,البحر الأحمر الإرتري
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع بردى ما تقلب علي,neutral,Arab,بردى
sports clubs,يا حبيبي انا اشجع [MASK] ما تقلب علي,يا حبيبي انا اشجع بلدية الخميسات ما تقلب علي,neutral,Arab,بلدية الخميسات
